id,role,payment_status,trade_completed,joined_at,read_at,user_id,group_board_id
1218,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,15,201
1219,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,143,201
1220,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,85,201
1221,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,28,201
1222,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,114,201
1223,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,155,201
1224,L,PAID,1,2025.6.13 22:00,,14,202
1225,P,UNPAID,0,2025.6.13 22:00,,101,202
1226,P,UNPAID,0,2025.6.13 22:00,,111,202
1227,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,32,203
1228,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,167,203
1229,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,28,203
1230,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,17,203
1231,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,130,203
1232,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,112,203
1233,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,44,203
1234,L,PAID,1,2025.6.13 22:00,,49,204
1235,P,UNPAID,0,2025.6.13 22:00,,194,204
1236,P,UNPAID,0,2025.6.13 22:00,,198,204
1237,L,PAID,1,2025.6.13 22:00,,49,205
1238,P,UNPAID,0,2025.6.13 22:00,,103,205
1239,P,UNPAID,0,2025.6.13 22:00,,186,205
1240,L,PAID,1,2025.6.13 22:00,,103,206
1241,P,UNPAID,0,2025.6.13 22:00,,186,206
1242,P,UNPAID,0,2025.6.13 22:00,,183,206
1243,P,UNPAID,0,2025.6.13 22:00,,23,206
1244,P,UNPAID,0,2025.6.13 22:00,,116,206
1245,P,UNPAID,0,2025.6.13 22:00,,154,206
1246,P,UNPAID,0,2025.6.13 22:00,,147,206
1247,L,PAID,1,2025.6.13 22:00,,151,207
1248,P,UNPAID,0,2025.6.13 22:00,,118,207
1249,P,UNPAID,0,2025.6.13 22:00,,142,207
1250,P,UNPAID,0,2025.6.13 22:00,,171,207
1251,P,UNPAID,0,2025.6.13 22:00,,30,207
1252,L,PAID,1,2025.6.13 22:00,,31,208
1253,P,UNPAID,0,2025.6.13 22:00,,136,208
1254,P,UNPAID,0,2025.6.13 22:00,,170,208
1255,P,UNPAID,0,2025.6.13 22:00,,181,208
1256,P,UNPAID,0,2025.6.13 22:00,,23,208
1257,P,UNPAID,0,2025.6.13 22:00,,175,208
1258,P,UNPAID,0,2025.6.13 22:00,,89,208
1259,P,UNPAID,0,2025.6.13 22:00,,74,208
1260,P,UNPAID,0,2025.6.13 22:00,,120,208
1261,P,UNPAID,0,2025.6.13 22:00,,68,208
1262,P,UNPAID,0,2025.6.13 22:00,,60,208
1263,L,PAID,1,2025.6.13 22:00,,31,209
1264,P,UNPAID,0,2025.6.13 22:00,,155,209
1265,P,UNPAID,0,2025.6.13 22:00,,173,209
1266,P,UNPAID,0,2025.6.13 22:00,,19,209
1267,P,UNPAID,0,2025.6.13 22:00,,160,209
1268,L,PAID,1,2025.6.13 22:00,,32,210
1269,P,UNPAID,0,2025.6.13 22:00,,1,210
1270,P,UNPAID,0,2025.6.13 22:00,,78,210
1271,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,119,211
1272,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,129,211
1273,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,192,211
1274,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,125,211
1275,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,162,211
1276,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,54,211
1277,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,101,211
1278,L,PAID,1,2025.6.13 22:00,,79,212
1279,P,UNPAID,0,2025.6.13 22:00,,185,212
1280,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,13,213
1281,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,114,213
1282,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,14,213
1283,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,92,213
1284,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,58,213
1285,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,132,214
1286,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,62,214
1287,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,59,214
1288,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,29,214
1289,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,7,214
1290,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,145,214
1291,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,4,214
1292,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,135,214
1293,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,104,214
1294,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,131,214
1295,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,164,214
1296,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,54,214
1297,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,66,214
1298,L,PAID,1,2025.6.13 22:00,,132,215
1299,P,UNPAID,0,2025.6.13 22:00,,167,215
1300,P,UNPAID,0,2025.6.13 22:00,,99,215
1301,P,UNPAID,0,2025.6.13 22:00,,44,215
1302,P,UNPAID,0,2025.6.13 22:00,,189,215
1303,P,UNPAID,0,2025.6.13 22:00,,94,215
1304,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,32,216
1305,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,23,216
1306,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,128,216
1307,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,194,216
1308,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,18,216
1309,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,161,216
1310,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,138,217
1311,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,66,217
1312,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,48,217
1313,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,37,217
1314,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,23,217
1315,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,160,217
1316,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,43,217
1317,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,53,217
1318,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,83,217
1319,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,14,218
1320,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,21,218
1321,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,195,218
1322,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,191,218
1323,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,165,218
1324,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,3,218
1325,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,24,218
1326,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,79,219
1327,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,85,219
1328,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,89,219
1329,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,193,219
1330,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,83,219
1331,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,38,219
1332,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,67,219
1333,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,181,219
1334,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,144,219
1335,L,PAID,1,2025.6.13 22:00,,138,220
1336,P,UNPAID,0,2025.6.13 22:00,,183,220
1337,P,UNPAID,0,2025.6.13 22:00,,146,220
1338,P,UNPAID,0,2025.6.13 22:00,,135,220
1339,P,UNPAID,0,2025.6.13 22:00,,161,220
1340,P,UNPAID,0,2025.6.13 22:00,,54,220
1341,P,UNPAID,0,2025.6.13 22:00,,56,220
1342,L,PAID,1,2025.6.13 22:00,,191,221
1343,P,UNPAID,0,2025.6.13 22:00,,102,221
1344,P,UNPAID,0,2025.6.13 22:00,,78,221
1345,P,UNPAID,0,2025.6.13 22:00,,161,221
1346,P,UNPAID,0,2025.6.13 22:00,,157,221
1347,P,UNPAID,0,2025.6.13 22:00,,27,221
1348,L,PAID,1,2025.6.13 22:00,,19,222
1349,P,UNPAID,0,2025.6.13 22:00,,181,222
1350,L,PAID,1,2025.6.13 22:00,,153,223
1351,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,153,224
1352,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,59,224
1353,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,123,224
1354,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,23,224
1355,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,66,224
1356,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,176,224
1357,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,119,225
1358,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,48,225
1359,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,178,225
1360,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,130,225
1361,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,66,225
1362,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,124,225
1363,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,93,225
1364,L,PAID,1,2025.6.13 22:00,,153,226
1365,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,16,227
1366,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,38,227
1367,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,86,227
1368,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,75,227
1369,L,PAID,1,2025.6.13 22:00,,116,228
1370,P,UNPAID,0,2025.6.13 22:00,,37,228
1371,P,UNPAID,0,2025.6.13 22:00,,190,228
1372,L,PAID,1,2025.6.13 22:00,,115,229
1373,P,UNPAID,0,2025.6.13 22:00,,98,229
1374,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,16,230
1375,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,192,230
1376,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,183,230
1377,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,79,230
1378,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,128,230
1379,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,167,230
1380,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,195,230
1381,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,165,230
1382,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,138,230
1383,L,PAID,1,2025.6.13 22:00,,116,231
1384,P,UNPAID,0,2025.6.13 22:00,,51,231
1385,P,UNPAID,0,2025.6.13 22:00,,133,231
1386,L,PAID,1,2025.6.13 22:00,,132,232
1387,P,UNPAID,0,2025.6.13 22:00,,20,232
1388,P,UNPAID,0,2025.6.13 22:00,,87,232
1389,P,UNPAID,0,2025.6.13 22:00,,145,232
1390,P,UNPAID,0,2025.6.13 22:00,,184,232
1391,P,UNPAID,0,2025.6.13 22:00,,38,232
1392,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,119,233
1393,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,78,233
1394,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,30,233
1395,L,PAID,1,2025.6.13 22:00,,189,234
1396,P,UNPAID,0,2025.6.13 22:00,,127,234
1397,P,UNPAID,0,2025.6.13 22:00,,139,234
1398,P,UNPAID,0,2025.6.13 22:00,,102,234
1399,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,119,235
1400,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,156,235
1401,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,160,235
1402,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,158,235
1403,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,73,235
1404,L,PAID,1,2025.6.13 22:00,,103,236
1405,P,UNPAID,0,2025.6.13 22:00,,170,236
1406,P,UNPAID,0,2025.6.13 22:00,,181,236
1407,P,UNPAID,0,2025.6.13 22:00,,23,236
1408,P,UNPAID,0,2025.6.13 22:00,,175,236
1409,P,UNPAID,0,2025.6.13 22:00,,89,236
1410,P,UNPAID,0,2025.6.13 22:00,,74,236
1411,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,15,237
1412,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,88,237
1413,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,48,237
1414,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,3,237
1415,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,168,237
1416,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,9,237
1417,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,184,237
1418,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,141,237
1419,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,67,237
1420,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,16,237
1421,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,185,238
1422,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,64,238
1423,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,34,238
1424,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,167,238
1425,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,123,238
1426,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,191,238
1427,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,138,238
1428,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,143,238
1429,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,146,238
1430,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,76,238
1431,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,7,238
1432,L,PAID,1,2025.6.13 22:00,,115,239
1433,P,UNPAID,0,2025.6.13 22:00,,57,239
1434,P,UNPAID,0,2025.6.13 22:00,,123,239
1435,P,UNPAID,0,2025.6.13 22:00,,142,239
1436,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,115,240
1437,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,186,240
1438,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,59,240
1439,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,62,240
1440,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,75,240
1441,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,19,240
1442,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,135,240
1443,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,182,240
1444,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,155,240
1445,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,176,240
1446,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,56,240
1447,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,15,241
1448,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,156,241
1449,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,8,241
1450,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,6,241
1451,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,116,241
1452,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,24,241
1453,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,77,241
1454,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,140,241
1455,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,52,241
1456,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,128,241
1457,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,116,242
1458,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,54,242
1459,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,97,242
1460,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,55,242
1461,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,66,242
1462,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,10,242
1463,L,PAID,1,2025.6.13 22:00,,79,243
1464,P,UNPAID,0,2025.6.13 22:00,,172,243
1465,P,UNPAID,0,2025.6.13 22:00,,149,243
1466,L,PAID,1,2025.6.13 22:00,,199,244
1467,P,UNPAID,0,2025.6.13 22:00,,30,244
1468,P,UNPAID,0,2025.6.13 22:00,,68,244
1469,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,4,245
1470,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,107,245
1471,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,50,245
1472,L,PAID,1,2025.6.13 22:00,,103,246
1473,P,UNPAID,0,2025.6.13 22:00,,18,246
1474,P,UNPAID,0,2025.6.13 22:00,,95,246
1475,P,UNPAID,0,2025.6.13 22:00,,44,246
1476,L,PAID,1,2025.6.13 22:00,,31,247
1477,P,UNPAID,0,2025.6.13 22:00,,129,247
1478,P,UNPAID,0,2025.6.13 22:00,,22,247
1479,P,UNPAID,0,2025.6.13 22:00,,11,247
1480,P,UNPAID,0,2025.6.13 22:00,,200,247
1481,P,UNPAID,0,2025.6.13 22:00,,103,247
1482,P,UNPAID,0,2025.6.13 22:00,,158,247
1483,L,PAID,1,2025.6.13 22:00,,153,248
1484,P,UNPAID,0,2025.6.13 22:00,,12,248
1485,L,PAID,1,2025.6.13 22:00,,109,249
1486,P,UNPAID,0,2025.6.13 22:00,,160,249
1487,L,PAID,1,2025.6.13 22:00,,163,250
1488,P,UNPAID,0,2025.6.13 22:00,,27,250
1489,P,UNPAID,0,2025.6.13 22:00,,173,250
1490,P,UNPAID,0,2025.6.13 22:00,,95,250
1491,P,UNPAID,0,2025.6.13 22:00,,46,250
1492,P,UNPAID,0,2025.6.13 22:00,,62,250
1493,P,UNPAID,0,2025.6.13 22:00,,156,250
1494,P,UNPAID,0,2025.6.13 22:00,,182,250
1495,L,PAID,1,2025.6.13 22:00,,132,251
1496,P,UNPAID,0,2025.6.13 22:00,,108,251
1497,P,UNPAID,0,2025.6.13 22:00,,138,251
1498,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,115,252
1499,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,121,252
1500,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,169,252
1501,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,52,252
1502,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,108,252
1503,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,30,252
1504,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,76,252
1505,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,167,252
1506,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,170,252
1507,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,162,252
1508,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,138,253
1509,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,18,253
1510,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,38,253
1511,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,137,253
1512,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,48,254
1513,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,125,254
1514,P,UNPAID,0,2025.6.13 22:00,2025.6.13 23:00,72,254
1515,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,157,254
1516,P,UNPAID,0,2025.6.13 22:00,2025.6.13 23:00,158,254
1517,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,12,254
1518,L,PAID,1,2025.6.13 22:00,,109,255
1519,P,UNPAID,0,2025.6.13 22:00,,179,255
1520,P,UNPAID,0,2025.6.13 22:00,,104,255
1521,P,UNPAID,0,2025.6.13 22:00,,123,255
1522,P,UNPAID,0,2025.6.13 22:00,,6,255
1523,P,UNPAID,0,2025.6.13 22:00,,24,255
1524,P,UNPAID,0,2025.6.13 22:00,,64,255
1525,P,UNPAID,0,2025.6.13 22:00,,172,255
1526,P,UNPAID,0,2025.6.13 22:00,,173,255
1527,P,UNPAID,0,2025.6.13 22:00,,191,255
1528,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,109,256
1529,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,175,256
1530,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,14,256
1531,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,99,256
1532,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,111,256
1533,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,176,256
1534,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,131,256
1535,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,165,256
1536,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,139,256
1537,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,72,256
1538,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,162,256
1539,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,115,257
1540,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,121,257
1541,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,89,257
1542,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,149,258
1543,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,82,258
1544,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,119,258
1545,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,172,258
1546,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,112,258
1547,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,154,258
1548,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,69,258
1549,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,166,258
1550,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,153,258
1551,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,111,258
1552,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,188,258
1553,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,32,258
1554,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,99,258
1555,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,38,258
1556,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,163,259
1557,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,117,259
1558,P,UNPAID,0,2025.6.13 22:00,2025.6.13 23:00,10,259
1559,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,146,259
1560,P,UNPAID,0,2025.6.13 22:00,2025.6.13 23:00,132,259
1561,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,75,259
1562,P,UNPAID,0,2025.6.13 22:00,2025.6.13 23:00,183,259
1563,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,192,259
1564,P,UNPAID,0,2025.6.13 22:00,2025.6.13 23:00,194,259
1565,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,158,259
1566,P,UNPAID,0,2025.6.13 22:00,2025.6.13 23:00,178,259
1567,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,14,259
1568,P,UNPAID,0,2025.6.13 22:00,2025.6.13 23:00,131,259
1569,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,175,259
1570,P,UNPAID,0,2025.6.13 22:00,2025.6.13 23:00,171,259
1571,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,132,260
1572,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,17,260
1573,P,UNPAID,0,2025.6.13 22:00,2025.6.13 23:00,13,260
1574,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,119,261
1575,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,157,261
1576,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,18,261
1577,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,134,261
1578,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,123,261
1579,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,149,262
1580,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,117,262
1581,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,121,262
1582,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,18,262
1583,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,19,263
1584,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,135,263
1585,P,UNPAID,0,2025.6.13 22:00,2025.6.13 23:00,108,263
1586,L,PAID,1,2025.6.13 22:00,,130,264
1587,P,UNPAID,0,2025.6.13 22:00,,23,264
1588,P,UNPAID,0,2025.6.13 22:00,,163,264
1589,P,UNPAID,0,2025.6.13 22:00,,18,264
1590,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,119,265
1591,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,147,265
1592,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,172,265
1593,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,43,265
1594,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,116,266
1595,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,13,266
1596,P,PAID,1,2025.6.13 22:00,2025.6.13 23:00,183,266
1597,L,PAID,1,2025.6.13 22:00,,138,267
1598,P,UNPAID,0,2025.6.13 22:00,,152,267
1599,P,UNPAID,0,2025.6.13 22:00,,92,267
1600,L,PAID,1,2025.6.13 22:00,,138,268
1601,P,UNPAID,0,2025.6.13 22:00,,90,268
1602,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,189,269
1603,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,81,269
1604,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,130,269
1605,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,152,269
1606,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,43,269
1607,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,165,269
1608,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,147,269
1609,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,112,269
1610,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,183,269
1611,P,UNPAID,0,2025.6.13 22:00,2025.6.13 22:30,52,269
1612,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,130,270
1613,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,149,270
1614,P,UNPAID,0,2025.6.13 22:00,2025.6.13 23:00,123,270
1615,L,PAID,1,2025.6.13 22:00,2025.6.13 23:00,153,271
1616,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,171,271
1617,P,UNPAID,0,2025.6.13 22:00,2025.6.13 23:00,123,271
1618,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,105,271
1619,P,UNPAID,0,2025.6.13 22:00,2025.6.13 23:00,196,271
1620,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,147,271
1621,P,UNPAID,0,2025.6.13 22:00,2025.6.13 23:00,198,271
1622,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,120,271
1623,P,UNPAID,0,2025.6.13 22:00,2025.6.13 23:00,158,271
1624,P,PAID,0,2025.6.13 22:00,2025.6.13 23:00,199,271
